against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
2063,281,304,0,2626,297,387,5,5,Essendon,127.290353853611,24,72,19
2352,288,296,0,2810,344,419,12,5,"North Melbourne",119.472789115646,25,68,20
1932,264,340,0,2764,278,404,2,7,"Brisbane Lions",143.064182194617,25,64,18
2184,294,300,1,2496,315,366,18,8,"Western Bulldogs",114.285714285714,24,62,15
2121,285,265,0,2203,306,323,17,11,"West Coast",103.866100895804,24,48,13
2463,309,334,0,2470,359,356,3,12,Carlton,100.284206252538,26,48,14
2154,258,299,0,1907,316,268,13,11,"Port Adelaide",88.5329619312906,23,48,12
2251,283,288,0,2238,328,325,16,12,Sydney,99.4224788982674,23,44,11
1943,287,244,1,1858,276,269,10,11,Hawthorn,95.6253216675244,22,42,10
2021,239,268,0,1978,297,285,15,12,"St Kilda",97.8723404255319,22,40,10
2454,282,276,0,2328,362,342,7,12,Geelong,94.8655256723716,22,40,10
2170,286,255,0,1977,314,287,14,13,Richmond,91.1059907834101,22,36,9
2232,264,253,0,1903,328,275,1,14,Adelaide,85.2598566308244,22,32,8
2293,289,248,0,1850,334,267,11,16,Melbourne,80.6803314435238,22,24,6
2403,273,289,0,1981,355,282,6,17,Fremantle,82.4386183936746,22,20,5
2326,322,245,0,1973,334,288,4,18,Collingwood,84.8237317282889,22,16,4
