against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
457,79,83,0,659,63,96,17,1,"West Coast",144.201312910284,7,24,1,6
488,68,93,0,717,70,104,2,2,"Brisbane Lions",146.926229508197,7,20,2,5
654,90,85,0,757,94,112,5,2,Essendon,115.749235474006,7,20,3,5
715,103,82,0,820,102,123,7,2,Geelong,114.685314685315,7,20,4,5
728,80,73,0,781,108,118,12,3,"North Melbourne",107.28021978022,7,16,5,4
629,71,86,0,638,93,92,15,3,"St Kilda",101.430842607313,7,16,6,4
645,81,73,0,643,94,95,1,3,Adelaide,99.6899224806202,7,16,7,4
670,82,94,0,658,98,94,11,3,Melbourne,98.2089552238806,7,16,8,4
700,88,98,0,650,102,92,3,3,Carlton,92.8571428571429,7,16,9,4
725,83,88,0,742,107,109,18,4,"Western Bulldogs",102.344827586207,7,12,10,3
605,83,87,0,597,87,85,10,4,Hawthorn,98.6776859504132,7,12,11,3
707,83,94,0,634,104,90,13,4,"Port Adelaide",89.6746817538897,7,12,12,3
775,91,87,0,627,114,90,16,4,Sydney,80.9032258064516,7,12,13,3
770,98,88,0,688,112,100,14,5,Richmond,89.3506493506493,7,8,14,2
756,84,91,0,613,112,87,6,6,Fremantle,81.0846560846561,7,4,15,1
784,112,74,0,584,112,85,4,7,Collingwood,74.4897959183673,7,0,16,0
