against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
2088,264,298,0,2620,304,387,13,6,"Port Adelaide",125.478927203065,25,72,19
2035,271,352,0,2848,294,416,2,5,"Brisbane Lions",139.95085995086,25,68,20
2331,279,307,0,2545,342,373,1,9,Adelaide,109.180609180609,25,60,16
2130,294,300,0,2346,306,341,4,10,Collingwood,110.140845070423,25,52,15
2008,286,291,1,2109,287,303,5,10,Essendon,105.029880478088,24,50,13
2459,311,299,0,2483,358,364,11,11,Melbourne,100.97600650671,24,48,13
2391,255,297,0,2325,356,338,12,11,"North Melbourne",97.2396486825596,23,48,12
2365,295,258,0,2286,345,338,17,12,"West Coast",96.6596194503171,23,44,11
2029,241,235,0,1933,298,283,7,11,Geelong,95.2686052242484,22,44,11
2107,277,222,0,1938,305,286,10,11,Hawthorn,91.9791172282867,22,44,11
1976,236,263,1,2123,290,310,16,12,Sydney,107.439271255061,22,38,9
2246,272,283,1,2335,329,342,18,12,"Western Bulldogs",103.962600178094,22,38,9
2151,237,256,0,1900,319,274,6,13,Fremantle,88.3310088331009,22,36,9
2172,270,259,0,1801,317,257,14,15,Richmond,82.9189686924494,22,28,7
2271,267,195,1,1785,334,265,15,16,"St Kilda",78.5997357992074,22,22,5
2300,278,218,0,1682,337,244,3,19,Carlton,73.1304347826087,22,12,3
