against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
854,110,143,0,1133,124,165,2,3,"Brisbane Lions",132.669789227166,10,28,1,7
850,112,108,0,1074,123,161,13,3,"Port Adelaide",126.352941176471,10,28,2,7
909,99,129,0,1047,135,153,1,3,Adelaide,115.181518151815,10,28,3,7
822,108,126,0,942,119,136,4,3,Collingwood,114.598540145985,10,28,4,7
798,126,127,0,949,112,137,5,4,Essendon,118.922305764411,10,24,5,6
956,146,112,0,994,135,147,11,4,Melbourne,103.97489539749,10,24,6,6
1063,121,121,0,1087,157,161,17,5,"West Coast",102.257761053622,10,20,7,5
928,94,121,0,907,139,131,6,5,Fremantle,97.7370689655172,10,20,8,5
1042,106,137,0,977,156,140,12,5,"North Melbourne",93.7619961612284,10,20,9,5
1031,125,101,0,965,151,144,10,5,Hawthorn,93.5984481086324,10,20,10,5
967,127,142,0,982,140,140,18,6,"Western Bulldogs",101.551189245088,10,16,11,4
981,117,100,0,922,144,137,7,6,Geelong,93.9857288481142,10,16,12,4
1018,130,114,0,882,148,128,14,6,Richmond,86.6404715127701,10,16,13,4
911,113,123,1,879,133,126,16,6,Sydney,96.4873765093304,10,14,14,3
1029,123,83,1,719,151,106,15,6,"St Kilda",69.8736637512148,10,14,15,3
1033,121,91,0,733,152,107,3,9,Carlton,70.9583736689255,10,4,16,1
