against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
969,129,136,0,1336,140,200,13,3,"Port Adelaide",137.874097007224,12,36,1,9
1029,129,178,0,1384,150,201,2,3,"Brisbane Lions",134.499514091351,12,36,2,9
987,141,145,0,1147,141,167,4,4,Collingwood,116.210739614995,12,32,3,8
1065,123,160,0,1222,157,177,1,4,Adelaide,114.741784037559,12,32,4,8
971,143,146,0,1070,138,154,5,5,Essendon,110.195674562307,12,28,5,7
1240,148,150,0,1278,182,188,17,5,"West Coast",103.064516129032,12,28,6,7
1155,171,141,0,1167,164,171,11,5,Melbourne,101.038961038961,12,28,7,7
1133,143,174,0,1260,165,181,18,6,"Western Bulldogs",111.209179170344,12,24,8,6
1176,138,121,0,1123,173,167,7,6,Geelong,95.4931972789116,12,24,9,6
1264,142,157,0,1195,187,173,12,6,"North Melbourne",94.5411392405063,12,24,10,6
1152,114,147,0,1077,173,155,6,6,Fremantle,93.4895833333333,12,24,11,6
1205,155,116,0,1088,175,162,10,7,Hawthorn,90.2904564315353,12,20,12,5
1267,157,142,0,1036,185,149,14,8,Richmond,81.767955801105,12,16,13,4
1114,136,143,1,1067,163,154,16,8,Sydney,95.7809694793537,12,14,14,3
1275,159,101,1,857,186,126,15,8,"St Kilda",67.2156862745098,12,14,15,3
1222,148,119,0,917,179,133,3,11,Carlton,75.0409165302782,12,4,16,1
