against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
551,83,101,0,677,78,96,13,1,"Port Adelaide",122.867513611615,7,24,1,6
504,72,98,0,608,72,85,17,1,"West Coast",120.634920634921,7,24,2,6
576,90,104,0,638,81,89,4,2,Collingwood,110.763888888889,7,20,3,5
583,79,107,0,869,84,127,7,3,Geelong,149.056603773585,7,16,4,4
497,95,77,0,551,67,79,1,3,Adelaide,110.865191146881,7,16,5,4
576,96,94,0,628,80,89,2,3,"Brisbane Lions",109.027777777778,7,16,6,4
650,98,92,0,686,92,99,12,3,"North Melbourne",105.538461538462,7,16,7,4
607,85,91,0,631,87,90,10,3,Hawthorn,103.953871499176,7,16,8,4
578,74,82,0,592,84,85,15,3,"St Kilda",102.42214532872,7,16,9,4
695,101,79,0,667,99,98,18,3,"Western Bulldogs",95.9712230215827,7,16,10,4
544,64,78,0,576,80,83,16,4,Sydney,105.882352941176,7,12,11,3
722,98,82,0,718,104,106,5,4,Essendon,99.4459833795014,7,12,12,3
693,87,77,0,653,101,96,6,4,Fremantle,94.2279942279942,7,12,13,3
862,106,112,0,664,126,92,3,5,Carlton,77.030162412993,7,8,14,2
752,98,80,0,542,109,77,11,7,Melbourne,72.0744680851064,7,0,15,0
886,106,78,0,576,130,83,14,7,Richmond,65.0112866817156,7,0,16,0
