against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1364,188,282,0,2178,196,316,7,3,Geelong,159.677419354839,19,64,1,16
1560,228,229,0,1795,222,261,10,7,Hawthorn,115.064102564103,19,48,2,12
1770,234,252,0,2004,256,292,13,7,"Port Adelaide",113.220338983051,19,48,3,12
1627,211,259,0,1807,236,258,17,7,"West Coast",111.063306699447,19,48,4,12
1708,250,250,0,1774,243,254,12,7,"North Melbourne",103.864168618267,19,48,5,12
1465,193,215,0,1751,212,256,16,8,Sydney,119.522184300341,19,44,6,11
1752,228,272,0,1754,254,247,4,8,Collingwood,100.114155251142,19,44,7,11
1591,247,254,1,1760,224,251,2,9,"Brisbane Lions",110.622250157134,19,38,8,9
1647,213,228,1,1548,239,220,15,9,"St Kilda",93.9890710382514,19,38,9,9
2054,266,240,1,1878,298,273,18,9,"Western Bulldogs",91.4313534566699,19,38,10,9
1504,220,220,0,1594,214,229,1,10,Adelaide,105.984042553191,19,36,11,9
1870,256,219,0,1929,269,285,6,10,Fremantle,103.155080213904,19,36,12,9
2035,253,230,0,1850,297,270,5,10,Essendon,90.9090909090909,19,36,13,9
2085,279,210,0,1596,301,231,11,15,Melbourne,76.5467625899281,19,16,14,4
2493,273,252,0,1872,370,270,3,15,Carlton,75.0902527075812,19,16,15,4
2226,276,203,1,1661,325,243,14,16,Richmond,74.618149146451,19,10,16,2
