against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1561,211,309,0,2397,225,348,7,4,Geelong,153.555413196669,21,68,1,17
1953,255,277,0,2197,283,320,13,7,"Port Adelaide",112.493599590374,21,56,2,14
1811,239,278,0,2030,262,292,17,7,"West Coast",112.092766427388,21,56,3,14
1714,250,258,0,2028,244,295,10,8,Hawthorn,118.319719953326,21,52,4,13
1905,279,280,0,2026,271,291,12,8,"North Melbourne",106.351706036745,21,52,5,13
1898,254,298,0,1936,274,273,4,8,Collingwood,102.00210748156,21,52,6,13
1629,213,240,1,1890,236,275,16,9,Sydney,116.022099447514,21,46,7,11
1637,239,251,0,1787,233,256,1,10,Adelaide,109.16310323763,21,44,8,11
1849,235,254,1,1772,269,253,15,10,"St Kilda",95.8355868036777,21,42,9,10
1740,276,275,2,1883,244,268,2,10,"Brisbane Lions",108.218390804598,21,40,10,9
2081,281,243,0,2169,300,321,6,11,Fremantle,104.228736184527,21,40,11,10
2262,282,254,0,2060,330,301,5,11,Essendon,91.0698496905393,21,40,12,10
2312,302,254,1,2018,335,294,18,11,"Western Bulldogs",87.2837370242215,21,38,13,9
2310,306,239,0,1751,334,252,11,17,Melbourne,75.8008658008658,21,16,14,4
2772,300,277,0,2059,412,297,3,17,Carlton,74.2784992784993,21,16,15,4
2435,299,234,1,1866,356,272,14,17,Richmond,76.6324435318275,21,14,16,3
