against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
943,133,185,0,1445,135,210,7,3,Geelong,153.234358430541,13,40,1,10
1032,156,154,0,1252,146,183,10,4,Hawthorn,121.317829457364,13,36,2,9
986,128,181,0,1195,143,169,17,4,"West Coast",121.196754563895,13,36,3,9
1138,160,193,0,1207,163,169,4,5,Collingwood,106.063268892794,13,32,4,8
1285,169,162,0,1326,186,194,5,5,Essendon,103.190661478599,13,32,5,8
1235,167,177,0,1239,178,177,13,5,"Port Adelaide",100.323886639676,13,32,6,8
1222,172,174,0,1212,175,173,12,5,"North Melbourne",99.1816693944353,13,32,7,8
980,164,151,0,1063,136,152,1,6,Adelaide,108.469387755102,13,28,8,7
1333,181,162,0,1308,192,191,18,6,"Western Bulldogs",98.1245311327832,13,28,9,7
991,127,138,0,1068,144,155,16,7,Sydney,107.769929364279,13,24,10,6
1284,168,158,0,1328,186,195,6,7,Fremantle,103.426791277259,13,24,11,6
1132,142,154,0,1030,165,146,15,7,"St Kilda",90.9893992932862,13,24,12,6
1188,180,163,1,1063,168,150,2,8,"Brisbane Lions",89.4781144781145,13,18,13,4
1697,197,183,0,1335,250,192,3,9,Carlton,78.6682380671774,13,16,14,4
1370,194,149,0,1061,196,152,11,11,Melbourne,77.4452554744526,13,8,15,2
1465,193,147,1,1149,212,167,14,11,Richmond,78.4300341296928,13,6,16,1
