against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
883,133,203,0,1421,125,203,10,1,Hawthorn,160.928652321631,13,48,1,12
1056,144,175,1,1381,152,201,4,3,Collingwood,130.776515151515,13,38,2,9
925,139,206,0,1322,131,186,15,4,"St Kilda",142.918918918919,13,36,3,9
1026,150,191,0,1271,146,180,11,4,Melbourne,123.879142300195,13,36,4,9
1149,177,174,0,1350,162,196,14,5,Richmond,117.493472584856,13,32,5,8
1218,174,180,0,1188,174,168,3,5,Carlton,97.5369458128079,13,32,6,8
1321,169,165,0,1167,192,167,18,6,"Western Bulldogs",88.3421650264951,13,28,7,7
1232,176,198,0,1236,176,173,19,7,Fitzroy,100.324675324675,13,24,8,6
1507,211,177,0,1059,216,147,12,10,"North Melbourne",70.2720637027206,13,12,9,3
1303,193,145,1,1021,185,146,5,10,Essendon,78.3576362240982,13,10,10,2
1492,232,137,0,1145,210,168,7,11,Geelong,76.7426273458445,13,8,11,2
1372,202,149,0,923,195,129,16,11,Sydney,67.2740524781341,13,8,12,2
