against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
2076,306,320,0,2522,295,367,7,7,Geelong,121.483622350674,24,68,17
2396,332,412,0,2752,344,390,3,7,Carlton,114.858096828047,24,68,17
2213,359,412,1,3124,309,452,14,5,Richmond,141.165838228649,25,66,19
1998,300,317,1,2441,283,354,12,8,"North Melbourne",122.172172172172,23,58,14
2624,350,446,1,2918,379,412,4,8,Collingwood,111.204268292683,26,58,17
2174,314,315,0,2211,310,316,16,9,Sydney,101.701931922723,22,52,13
2151,309,294,0,2268,307,329,5,12,Essendon,105.439330543933,22,40,10
2381,299,359,0,2249,347,315,10,12,Hawthorn,94.4561108777825,22,40,10
2709,351,304,0,2140,393,306,11,17,Melbourne,78.9959394610557,22,20,5
2737,343,250,0,2056,399,301,18,17,"Western Bulldogs",75.1187431494337,22,20,5
2704,370,252,2,1872,389,270,15,16,"St Kilda",69.2307692307692,22,20,4
2788,370,322,1,2398,403,346,19,17,Fitzroy,86.0114777618364,22,18,4
