against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1785,291,342,1,2592,249,375,14,4,Richmond,145.210084033613,20,62,1,15
1731,249,274,0,2140,247,311,7,5,Geelong,123.627960716349,20,60,2,15
1899,273,350,0,2294,271,324,3,5,Carlton,120.800421274355,20,60,3,15
1702,250,274,0,2164,242,315,12,6,"North Melbourne",127.144535840188,20,56,4,14
2020,268,341,1,2237,292,316,4,7,Collingwood,110.742574257426,20,50,5,12
2008,286,293,0,2021,287,288,16,8,Sydney,100.647410358566,20,48,6,12
2196,276,328,0,2074,320,291,10,11,Hawthorn,94.4444444444444,20,36,7,9
1988,278,268,0,2044,285,296,5,12,Essendon,102.816901408451,20,32,8,8
2463,327,275,0,1973,356,283,11,15,Melbourne,80.1055623223711,20,20,9,5
2517,309,226,0,1924,368,283,18,15,"Western Bulldogs",76.440206595153,20,20,10,5
2510,338,279,1,2139,362,310,19,15,Fitzroy,85.2191235059761,20,18,11,4
2485,337,232,1,1702,358,245,15,15,"St Kilda",68.4909456740443,20,18,12,4
