against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
728,116,146,1,1070,102,154,14,1,Richmond,146.978021978022,8,26,1,6
676,106,121,0,937,95,136,12,2,"North Melbourne",138.609467455621,8,24,2,6
821,125,137,0,887,116,125,10,2,Hawthorn,108.038976857491,8,24,3,6
701,107,107,0,827,99,120,7,3,Geelong,117.974322396576,8,20,4,5
829,127,152,0,896,117,124,3,3,Carlton,108.082026537998,8,20,5,5
824,116,118,0,856,118,123,16,3,Sydney,103.883495145631,8,20,6,5
760,106,126,0,870,109,124,5,4,Essendon,114.473684210526,8,16,7,4
837,117,120,1,780,120,110,4,4,Collingwood,93.1899641577061,8,14,8,3
965,125,116,0,842,140,121,11,5,Melbourne,87.2538860103627,8,12,9,3
1008,144,125,1,863,144,123,19,5,Fitzroy,85.6150793650794,8,10,10,2
1002,138,123,1,723,144,100,15,6,"St Kilda",72.1556886227545,8,6,11,1
1109,143,79,0,709,161,105,18,8,"Western Bulldogs",63.931469792606,8,0,12,0
