against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1676,278,324,1,2418,233,349,14,4,Richmond,144.272076372315,19,58,1,14
1650,240,259,0,2041,235,297,7,5,Geelong,123.69696969697,19,56,2,14
1796,266,336,0,2130,255,299,3,5,Carlton,118.596881959911,19,56,3,14
1623,237,259,0,2029,231,295,12,6,"North Melbourne",125.015403573629,19,52,4,13
1921,253,332,1,2156,278,304,4,6,Collingwood,112.233211868818,19,50,5,12
1891,271,279,0,1887,270,268,16,8,Sydney,99.788471708091,19,44,6,11
2061,261,315,0,1995,300,280,10,10,Hawthorn,96.7976710334789,19,36,7,9
1824,264,261,0,1941,260,280,5,11,Essendon,106.414473684211,19,32,8,8
2289,309,262,0,1864,330,267,11,14,Melbourne,81.4329401485365,19,20,9,5
2376,324,264,1,2022,342,293,19,14,Fitzroy,85.1010101010101,19,18,10,4
2367,315,225,1,1629,342,234,15,14,"St Kilda",68.8212927756654,19,18,11,4
2444,302,204,0,1806,357,267,18,15,"Western Bulldogs",73.8952536824877,19,16,12,4
