against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
385,55,78,0,510,55,72,3,0,Carlton,132.467532467532,4,16,1,4
395,65,77,0,437,55,60,10,1,Hawthorn,110.632911392405,4,12,2,3
455,59,52,0,484,66,72,11,1,Melbourne,106.373626373626,4,12,3,3
415,61,63,1,465,59,67,14,1,Richmond,112.048192771084,4,10,4,2
359,53,54,0,414,51,60,7,2,Geelong,115.320334261838,4,8,5,2
401,59,57,0,447,57,65,5,2,Essendon,111.471321695761,4,8,6,2
356,62,55,0,373,49,53,12,2,"North Melbourne",104.775280898876,4,8,7,2
464,56,59,0,383,68,54,16,2,Sydney,82.5431034482759,4,8,8,2
446,68,64,1,394,63,55,15,2,"St Kilda",88.3408071748879,4,6,9,1
486,60,59,0,425,71,61,19,3,Fitzroy,87.4485596707819,4,4,10,1
427,61,67,0,331,61,44,4,3,Collingwood,77.5175644028103,4,4,11,1
474,72,46,0,400,67,59,18,4,"Western Bulldogs",84.3881856540084,4,0,12,0
