against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1212,174,181,0,1633,173,242,5,2,Essendon,134.73597359736,13,44,1,11
1270,178,164,0,1448,182,214,18,4,"Western Bulldogs",114.015748031496,13,36,2,9
1249,151,221,1,1541,183,220,10,4,Hawthorn,123.37870296237,13,34,3,8
1363,163,186,1,1464,200,213,12,4,"North Melbourne",107.410124724872,13,34,4,8
1404,162,198,0,1398,207,200,3,6,Carlton,99.5726495726496,13,28,5,7
1368,174,172,0,1318,199,191,7,6,Geelong,96.3450292397661,13,28,6,7
1345,163,152,0,1274,197,187,4,7,Collingwood,94.7211895910781,13,24,7,6
1229,197,178,0,1360,172,197,16,8,Sydney,110.659072416599,13,20,8,5
1476,168,190,0,1468,218,213,19,8,Fitzroy,99.4579945799458,13,20,9,5
1520,194,179,0,1415,221,206,14,8,Richmond,93.0921052631579,13,20,10,5
1385,197,172,0,1252,198,180,11,8,Melbourne,90.3971119133574,13,20,11,5
1906,238,166,0,1156,278,165,15,12,"St Kilda",60.6505771248688,13,4,12,1
