against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
869,131,136,0,1174,123,173,10,2,Hawthorn,135.097813578826,9,28,1,7
772,130,128,0,1040,107,152,3,2,Carlton,134.715025906736,9,28,2,7
678,108,119,0,863,95,124,4,2,Collingwood,127.286135693215,9,28,3,7
754,106,134,0,896,108,127,11,2,Melbourne,118.832891246684,9,28,4,7
879,105,117,0,1053,129,156,5,3,Essendon,119.795221843003,9,24,5,6
795,129,122,0,998,111,146,17,4,"West Coast",125.534591194969,9,20,6,5
898,118,128,0,1022,130,149,7,4,Geelong,113.80846325167,9,20,7,5
1047,153,116,0,698,149,97,2,5,"Brisbane Lions",66.6666666666667,9,16,8,4
804,114,111,0,765,115,109,18,6,"Western Bulldogs",95.1492537313433,9,12,9,3
1106,116,115,0,973,165,143,12,6,"North Melbourne",87.9746835443038,9,12,10,3
842,116,104,0,722,121,103,15,6,"St Kilda",85.7482185273159,9,12,11,3
958,124,136,0,808,139,112,16,6,Sydney,84.3423799582463,9,12,12,3
1029,123,144,0,870,151,121,19,7,Fitzroy,84.5481049562682,9,8,13,2
1241,149,112,0,790,182,113,14,8,Richmond,63.6583400483481,9,4,14,1
