against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
168,30,30,0,240,23,35,11,0,Melbourne,142.857142857143,2,8,1,2
144,30,19,0,187,19,28,12,0,"North Melbourne",129.861111111111,2,8,2,2
115,25,22,0,148,15,21,17,0,"West Coast",128.695652173913,2,8,3,2
112,22,20,0,146,15,21,6,1,Fremantle,130.357142857143,2,4,4,1
137,17,27,0,177,20,25,16,1,Sydney,129.197080291971,2,4,5,1
182,20,24,0,222,27,33,7,1,Geelong,121.978021978022,2,4,6,1
168,24,15,0,189,24,29,2,1,"Brisbane Lions",112.5,2,4,7,1
217,31,37,0,223,31,31,18,1,"Western Bulldogs",102.764976958525,2,4,8,1
139,25,20,0,134,19,19,1,1,Adelaide,96.4028776978417,2,4,9,1
211,13,27,0,195,33,28,3,1,Carlton,92.4170616113744,2,4,10,1
174,18,26,0,152,26,21,15,1,"St Kilda",87.3563218390805,2,4,11,1
249,27,15,0,201,37,31,14,1,Richmond,80.7228915662651,2,4,12,1
161,17,20,0,128,24,18,13,1,"Port Adelaide",79.5031055900621,2,4,13,1
193,25,29,0,155,28,21,4,2,Collingwood,80.3108808290155,2,0,14,0
213,27,13,0,163,31,25,5,2,Essendon,76.5258215962441,2,0,15,0
221,17,24,0,144,34,20,10,2,Hawthorn,65.158371040724,2,0,16,0
