against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1029,129,178,0,1414,150,206,17,1,"West Coast",137.414965986395,13,48,1,12
1193,179,164,0,1412,169,208,11,4,Melbourne,118.357082984074,13,36,2,9
928,124,160,0,1192,134,172,1,5,Adelaide,128.448275862069,13,32,3,8
1159,127,162,0,1320,172,193,7,5,Geelong,113.891285591027,13,32,4,8
1084,142,162,0,1074,157,152,16,5,Sydney,99.0774907749077,13,32,5,8
1206,168,142,0,1144,173,167,12,5,"North Melbourne",94.8590381426202,13,32,6,8
1283,155,161,0,1241,188,180,14,6,Richmond,96.7264224473889,13,28,7,7
1257,159,144,1,1176,183,172,13,6,"Port Adelaide",93.5560859188544,13,26,8,6
1173,129,150,0,1248,174,183,15,7,"St Kilda",106.393861892583,13,24,9,6
1183,163,152,0,1256,170,184,2,7,"Brisbane Lions",106.170752324598,13,24,10,6
1347,177,171,0,1371,195,200,18,7,"Western Bulldogs",101.781737193764,13,24,11,6
1185,183,133,0,1129,167,166,6,8,Fremantle,95.2742616033755,13,20,12,5
1356,156,138,0,1158,200,170,5,8,Essendon,85.3982300884956,13,20,13,5
1324,154,144,0,1134,195,165,4,9,Collingwood,85.6495468277946,13,16,14,4
1326,138,133,0,1129,198,166,10,10,Hawthorn,85.1432880844646,13,12,15,3
1481,161,150,1,1116,220,161,3,10,Carlton,75.354490209318,13,10,16,2
