against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
445,61,88,0,640,64,92,17,0,"West Coast",143.820224719101,6,24,1,6
490,76,54,0,552,69,83,12,1,"North Melbourne",112.65306122449,6,20,2,5
528,66,76,0,652,77,96,15,2,"St Kilda",123.484848484848,6,16,3,4
478,64,75,0,561,69,81,1,2,Adelaide,117.364016736402,6,16,4,4
539,47,80,0,626,82,91,7,2,Geelong,116.141001855288,6,16,5,4
588,90,69,0,681,83,102,11,2,Melbourne,115.816326530612,6,16,6,4
599,83,69,0,591,86,87,14,2,Richmond,98.6644407345576,6,16,7,4
513,81,62,0,524,72,77,6,3,Fremantle,102.144249512671,6,12,8,3
634,64,81,1,585,95,84,3,3,Carlton,92.2712933753943,6,10,9,2
665,89,81,0,627,96,91,18,4,"Western Bulldogs",94.2857142857143,6,8,10,2
615,75,61,0,559,90,83,2,4,"Brisbane Lions",90.8943089430894,6,8,11,2
536,68,78,0,462,78,64,16,4,Sydney,86.1940298507463,6,8,12,2
624,72,72,0,486,92,69,5,4,Essendon,77.8846153846154,6,8,13,2
616,64,65,1,455,92,65,13,4,"Port Adelaide",73.8636363636364,6,6,14,1
564,66,62,0,506,83,74,10,5,Hawthorn,89.7163120567376,6,4,15,1
586,76,69,0,513,85,74,4,5,Collingwood,87.542662116041,6,4,16,1
