against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1316,194,250,0,1708,187,243,4,2,Collingwood,129.787234042553,16,56,1,14
1451,221,233,0,1715,205,247,14,3,Richmond,118.194348725017,16,52,2,13
1339,211,234,0,1680,188,241,3,5,Carlton,125.466766243465,16,44,3,11
1747,229,248,0,1886,253,273,5,6,Essendon,107.956496851746,16,40,4,10
1479,225,238,0,1642,209,234,10,7,Hawthorn,111.020960108181,16,36,5,9
1340,206,193,0,1453,189,210,15,7,"St Kilda",108.432835820896,16,36,6,9
1466,224,221,1,1451,207,205,12,7,"North Melbourne",98.9768076398363,16,34,7,8
1490,212,235,0,1435,213,200,11,9,Melbourne,96.3087248322148,16,28,8,7
1587,237,198,0,1434,225,206,19,10,Fitzroy,90.359168241966,16,24,9,6
1618,214,205,1,1303,234,183,18,12,"Western Bulldogs",80.5315203955501,16,14,10,3
1829,251,186,0,1368,263,197,7,13,Geelong,74.7949699289229,16,12,11,3
1775,227,210,0,1362,258,192,16,14,Sydney,76.7323943661972,16,8,12,2
