against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1688,260,302,0,2138,238,306,4,3,Collingwood,126.658767772512,20,68,1,17
1786,274,294,0,2082,252,298,14,4,Richmond,116.573348264278,20,64,2,16
1688,260,293,0,2141,238,308,3,6,Carlton,126.836492890995,20,56,3,14
2129,281,290,0,2264,308,329,5,7,Essendon,106.341005166745,20,52,4,13
1691,251,257,0,1823,240,261,15,9,"St Kilda",107.806031933767,20,44,5,11
1806,264,265,1,1771,257,251,12,9,"North Melbourne",98.062015503876,20,42,6,10
1817,263,280,0,1990,259,285,10,10,Hawthorn,109.521188772702,20,40,7,10
1927,271,286,0,1774,276,248,11,13,Melbourne,92.0601971977167,20,28,8,7
2016,282,261,0,1773,289,252,19,13,Fitzroy,87.9464285714286,20,28,9,7
1967,275,250,1,1708,282,243,18,14,"Western Bulldogs",86.8327402135231,20,22,10,5
2211,303,225,0,1689,318,244,7,15,Geelong,76.3907734056988,20,20,11,5
2186,284,265,0,1759,317,249,16,16,Sydney,80.4666056724611,20,16,12,4
