against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1152,174,221,0,1541,163,220,4,1,Collingwood,133.767361111111,14,52,1,13
1301,191,207,0,1515,185,218,14,3,Richmond,116.448885472713,14,44,2,11
1167,183,206,0,1478,164,212,3,4,Carlton,126.649528706084,14,40,3,10
1549,211,220,0,1654,223,239,5,5,Essendon,106.778566817301,14,36,4,9
1283,203,219,0,1461,180,207,10,6,Hawthorn,113.873733437256,14,32,5,8
1157,179,166,0,1276,163,185,15,6,"St Kilda",110.28522039758,14,32,6,8
1287,201,193,1,1279,181,181,12,6,"North Melbourne",99.3783993783994,14,30,7,7
1258,184,207,0,1281,179,179,11,7,Melbourne,101.828298887122,14,28,8,7
1411,205,167,0,1235,201,178,19,10,Fitzroy,87.5265768958186,14,16,9,4
1412,182,189,1,1179,205,165,18,10,"Western Bulldogs",83.4985835694051,14,14,10,3
1652,218,166,0,1198,239,172,7,12,Geelong,72.5181598062954,14,8,11,2
1596,204,174,0,1128,232,159,16,13,Sydney,70.6766917293233,14,4,12,1
