against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
1690,322,301,1,2245,228,324,3,5,Carlton,132.840236686391,22,66,16
2118,282,368,0,2426,306,343,10,6,Hawthorn,114.542020774315,23,64,17
1851,267,294,0,2124,264,305,12,8,"North Melbourne",114.748784440843,23,60,15
2261,311,283,0,2353,325,345,7,10,Geelong,104.06899601946,23,48,13
2125,343,259,1,2053,297,299,18,11,"Western Bulldogs",96.6117647058824,23,46,11
2333,269,345,0,2319,344,329,11,11,Melbourne,99.3999142734676,22,44,11
2224,310,296,0,2192,319,316,14,12,Richmond,98.5611510791367,22,40,10
2364,330,285,0,2223,339,323,16,13,Sydney,94.0355329949239,22,36,9
2282,302,298,0,2056,330,293,15,13,"St Kilda",90.0964066608238,22,36,9
2253,303,307,0,1987,325,280,5,13,Essendon,88.1935197514425,22,36,9
2161,319,331,0,2005,307,279,19,15,Fitzroy,92.7811198519204,22,28,7
2354,326,317,0,2033,338,286,4,16,Collingwood,86.3636363636364,22,24,6
