against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
161,29,38,0,230,22,32,3,0,Carlton,142.857142857143,2,8,1,2
198,24,26,0,242,29,36,10,0,Hawthorn,122.222222222222,2,8,2,2
248,26,18,0,300,37,47,7,0,Geelong,120.967741935484,2,8,3,2
218,26,31,0,265,32,39,18,1,"Western Bulldogs",121.559633027523,2,4,4,1
280,34,29,0,287,41,43,16,1,Sydney,102.5,2,4,5,1
212,32,33,0,201,30,28,5,1,Essendon,94.811320754717,2,4,6,1
212,32,26,0,194,30,28,15,1,"St Kilda",91.5094339622642,2,4,7,1
217,25,30,0,192,32,27,11,1,Melbourne,88.4792626728111,2,4,8,1
241,25,32,0,212,36,30,14,1,Richmond,87.9668049792531,2,4,9,1
222,36,31,0,199,31,28,19,2,Fitzroy,89.6396396396396,2,0,10,0
218,32,23,0,173,31,25,12,2,"North Melbourne",79.3577981651376,2,0,11,0
264,36,40,0,196,38,26,4,2,Collingwood,74.2424242424242,2,0,12,0
