against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1556,200,276,0,1866,226,265,10,4,Hawthorn,119.922879177378,17,52,1,13
1351,253,217,0,1633,183,236,3,5,Carlton,120.873427091044,17,48,2,12
1356,186,222,0,1620,195,233,12,6,"North Melbourne",119.469026548673,17,44,3,11
1655,233,204,0,1818,237,269,7,6,Geelong,109.848942598187,17,44,4,11
1675,223,233,0,1625,242,232,15,9,"St Kilda",97.0149253731343,17,32,5,8
1648,256,188,0,1556,232,228,18,9,"Western Bulldogs",94.4174757281553,17,32,6,8
1675,229,242,0,1550,241,218,5,9,Essendon,92.5373134328358,17,32,7,8
1685,227,228,0,1674,243,241,14,10,Richmond,99.3471810089021,17,28,8,7
1821,207,258,0,1698,269,240,11,10,Melbourne,93.2454695222405,17,28,9,7
1883,263,214,0,1750,270,256,16,10,Sydney,92.9368029739777,17,28,10,7
1777,253,247,0,1573,254,221,19,12,Fitzroy,88.5199774901519,17,20,11,5
1834,250,251,0,1553,264,217,4,12,Collingwood,84.6782988004362,17,20,12,5
