against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1690,322,301,1,2245,228,324,3,5,Carlton,132.840236686391,22,66,1,16
2035,271,349,0,2323,294,329,10,6,Hawthorn,114.152334152334,22,64,2,16
1748,248,283,0,2041,250,293,12,7,"North Melbourne",116.762013729977,22,60,3,15
2166,300,265,0,2251,311,331,7,10,Geelong,103.924284395199,22,48,4,12
2023,325,248,1,1958,283,285,18,10,"Western Bulldogs",96.7869500741473,22,46,5,11
2333,269,345,0,2319,344,329,11,11,Melbourne,99.3999142734676,22,44,6,11
2224,310,296,0,2192,319,316,14,12,Richmond,98.5611510791367,22,40,7,10
2364,330,285,0,2223,339,323,16,13,Sydney,94.0355329949239,22,36,8,9
2282,302,298,0,2056,330,293,15,13,"St Kilda",90.0964066608238,22,36,9,9
2253,303,307,0,1987,325,280,5,13,Essendon,88.1935197514425,22,36,10,9
2161,319,331,0,2005,307,279,19,15,Fitzroy,92.7811198519204,22,28,11,7
2354,326,317,0,2033,338,286,4,16,Collingwood,86.3636363636364,22,24,12,6
