against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
2215,331,335,0,2795,314,410,14,4,Richmond,126.185101580135,23,72,19
2520,342,420,0,3162,363,457,10,7,Hawthorn,125.47619047619,25,68,18
2289,321,430,1,2908,328,413,3,6,Carlton,127.042376583661,25,66,18
2185,343,321,0,2691,307,395,5,7,Essendon,123.157894736842,23,64,16
2739,375,355,0,2935,394,430,12,9,"North Melbourne",107.155896312523,24,56,15
2550,306,352,1,2614,374,377,19,9,Fitzroy,102.509803921569,22,50,12
2537,323,377,0,2621,369,374,16,10,Sydney,103.310997240836,22,48,12
2752,328,340,0,2488,404,358,11,14,Melbourne,90.4069767441861,22,32,8
2293,307,315,0,2073,331,293,7,15,Geelong,90.4055822067161,22,28,7
2575,373,323,0,2201,367,313,4,18,Collingwood,85.4757281553398,22,16,4
3052,376,268,0,2188,446,320,15,18,"St Kilda",71.6906946264744,22,16,4
3035,377,266,0,2066,443,300,18,19,"Western Bulldogs",68.0724876441516,22,12,3
