against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1323,195,196,0,1576,188,230,14,2,Richmond,119.123204837491,13,44,1,11
1140,168,248,1,1442,162,199,3,2,Carlton,126.491228070175,13,42,2,10
1242,192,227,0,1607,175,230,10,4,Hawthorn,129.38808373591,13,36,3,9
1259,209,180,0,1518,175,223,5,4,Essendon,120.571882446386,13,36,4,9
1385,209,200,0,1622,196,237,12,4,"North Melbourne",117.111913357401,13,36,5,9
1639,187,216,1,1542,242,221,19,6,Fitzroy,94.0817571690055,13,26,6,6
1585,199,234,0,1620,231,231,16,7,Sydney,102.208201892744,13,24,7,6
1232,188,187,0,1231,174,174,7,8,Geelong,99.9188311688312,13,20,8,5
1574,194,203,0,1481,230,213,11,8,Melbourne,94.0914866581957,13,20,9,5
1502,224,191,0,1313,213,187,4,10,Collingwood,87.4167776298269,13,12,10,3
1843,241,164,0,1358,267,199,15,11,"St Kilda",73.6842105263158,13,8,11,2
1814,224,184,0,1228,265,174,18,11,"Western Bulldogs",67.6957001102536,13,8,12,2
